Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Sidaoui, B., Sadouni, K.","55372271900; 14833365100","Efficient approach one-versus-all binary tree for multiclass SVM",2014,"Lecture Notes in Electrical Engineering",275 LNEE,"",,203,214,,1,10.1007/978-94-007-7684-5_15,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958553028&partnerID=40&md5=89331356759c4093a67c775526db7627",Conference Paper,Final,,Scopus,2-s2.0-84958553028
"Feyereisl, J., Kwak, S., Son, J., Han, B.","23477171800; 26422269000; 56112184000; 8729746700","Object localization based on structural SVM using privileged information",2014,"Advances in Neural Information Processing Systems",1,"January",,208,216,,19,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84937893237&partnerID=40&md5=e6bb1282e48f3344b3f1535876cb45ed",Conference Paper,Final,,Scopus,2-s2.0-84937893237
"Bird, T.J., Bates, A.E., Lefcheck, J.S., Hill, N.A., Thomson, R.J., Edgar, G.J., Stuart-Smith, R.D., Wotherspoon, S., Krkosek, M., Stuart-Smith, J.F., Pecl, G.T., Barrett, N., Frusher, S.","55816151800; 12141377200; 55649963300; 9276975200; 11939466600; 7005803258; 6507368501; 6602864515; 8921821500; 16318141300; 6602413277; 7102133208; 6602861497","Statistical solutions for error and bias in global citizen science datasets",2014,"Biological Conservation",173,"",,144,154,,127,10.1016/j.biocon.2013.07.037,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84899787240&partnerID=40&md5=0983883e2c0bbfb47418b08f6d6a0398",Article,Final,,Scopus,2-s2.0-84899787240
"Bhutada, S., Balaram, V.V.S.S.S., Bulusu, V.V.","56492948100; 56492605500; 35794098000","Latent Dirichlet Allocation based multilevel classification",2014,"2014 International Conference on Control, Instrumentation, Communication and Computational Technologies, ICCICCT 2014",,"", 6993109,1020,1024,,,10.1109/ICCICCT.2014.6993109,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84921688617&partnerID=40&md5=8d5213495a9382bfba20640b42e72555",Conference Paper,Final,,Scopus,2-s2.0-84921688617
"Lim, S., Cohenford, M.","7404077191; 6602088308","FT-IR spectra analysis toward cancer detection",2014,"Proceedings - International Workshop on Database and Expert Systems Applications, DEXA",,"", 6974830,77,81,,,10.1109/DEXA.2014.31,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84919402687&partnerID=40&md5=39618a35b45875681d632fe71e0c3ce6",Conference Paper,Final,,Scopus,2-s2.0-84919402687
"Guillén, E.P., Rodríguez Parra, J., Paéz Mendez, R.V.","35186227900; 56021029100; 56019379600","Improving network intrusion detection with extended KDD features",2014,"Lecture Notes in Electrical Engineering",247 LNEE,"",,431,445,,2,10.1007/978-94-007-6818-5_30,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958524839&partnerID=40&md5=cf8a5908d1d616065f529c5c49238f6e",Conference Paper,Final,,Scopus,2-s2.0-84958524839
"Zou, C., Wan, J., Cai, H.","53867593600; 24333732700; 56040812600","A novel concept lattice merging algorithm based on collision detection",2014,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST",137,"",,489,495,,3,10.1007/978-3-319-13326-3_48,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84916216614&partnerID=40&md5=83e6e399326a387dc7d875349441dcfb",Conference Paper,Final,,Scopus,2-s2.0-84916216614
"Cristianini, N.","55892899100","On the current paradigm in artificial intelligence",2014,"AI Communications",27,"1",,37,43,,6,10.3233/AIC-130582,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84889667661&partnerID=40&md5=cfcd6448a2ebf458f706432ba83d6092",Article,Final,,Scopus,2-s2.0-84889667661
"Khan, T., Memedi, M., Song, W., Westin, J.","55438591900; 36053261700; 23393647700; 15133578700","A case study in healthcare informatics: A telemedicine framework for automated Parkinson's disease symptom assessment",2014,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",8549 LNCS,"",,197,199,,,10.1007/978-3-319-08416-9_20,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905267849&partnerID=40&md5=3503112382380c872e7332929bcaac23",Conference Paper,Final,,Scopus,2-s2.0-84905267849
"Shafazand, M.Y., Latip, R., Abdullah, A., Hussin, M.","55976200400; 6506513485; 8984213200; 36988062600","A model for client recommendation to a desktop grid server",2014,"Lecture Notes in Electrical Engineering",285 LNEE,"",,491,498,,1,10.1007/978-981-4585-18-7_55,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958527579&partnerID=40&md5=c25cfd836100a500659cfe40536d50fd",Conference Paper,Final,,Scopus,2-s2.0-84958527579
"Patel, M., Miro, J.V., Kragic, D., Ek, C.H., Dissanayake, G.","57198082540; 57199646578; 6701873248; 23967748100; 6603957301","Learning object, grasping and manipulation activities using hierarchical HMMs",2014,"Autonomous Robots",37,"3",,317,331,,6,10.1007/s10514-014-9392-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905755829&partnerID=40&md5=9dd7322c221bef20320e153d6c3f4d97",Article,Final,,Scopus,2-s2.0-84905755829
"Esuli, A., Sebastiani, F.","15044356100; 7004170314","Explicit loss minimization in quantification applications (preliminary draft)",2014,"CEUR Workshop Proceedings",1314,"",,1,11,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84919625165&partnerID=40&md5=b7dd70daed4a3655e00bb81ae39cd3e2",Conference Paper,Final,,Scopus,2-s2.0-84919625165
"Tabie, M., Woehrle, H., Kirchner, E.A.","55418863100; 42762633500; 23397107100","Runtime calibration of online EEG based movement prediction using EMG Signals",2014,"BIOSIGNALS 2014 - 7th Int. Conference on Bio-Inspired Systems and Signal Processing, Proceedings; Part of 7th Int. Joint Conference on Biomedical Engineering Systems and Technologies, BIOSTEC 2014",,"",,284,288,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84902327242&partnerID=40&md5=a744d5e2e2e722cfd214b9da4590cb6e",Conference Paper,Final,,Scopus,2-s2.0-84902327242
"Hosseini, M., Sadeghzade, M., Nourmandi-Pour, R.","57205017386; 56184398200; 36057220200","An efficient approach based on differential evolution algorithm for data clustering",2014,"Decision Science Letters",3,"3",,319,324,,5,10.5267/j.dsl.2014.3.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84901587639&partnerID=40&md5=2a34931f85d7a6eacfb8f47f541a1502",Article,Final,Open Access,Scopus,2-s2.0-84901587639
"Klados, M.A., Styliadis, C., Bamidis, P.D.","33067965300; 56515401600; 6603398831","A short review on emotional recognition based on biosignal pattern analysis",2014,"IFMBE Proceedings",41,"",,787,790,,,10.1007/978-3-319-00846-2_195,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84891304310&partnerID=40&md5=29295d28638b3ef1cf5a3832f0c10573",Conference Paper,Final,,Scopus,2-s2.0-84891304310
"Zhu, Y., Ghosh, D., Mitra, N., Mukherjee, B.","56306335400; 57201786914; 7103162133; 7202760576","A data-adaptive strategy for inverse weighted estimation of causal effects",2014,"Health Services and Outcomes Research Methodology",14,"3",,69,91,,9,10.1007/s10742-014-0124-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84939889725&partnerID=40&md5=9165506d6b6741acf21e16d248665be5",Article,Final,,Scopus,2-s2.0-84939889725
"Wendell, K., Kendall, A., Portsmore, M., Wright, C.G., Jarvin, L., Rogers, C.","36018625500; 47962174000; 6602816638; 56820643600; 6507808165; 7402364162","Embedding elementary school science instruction in engineering design problem solving",2014,"Engineering in Pre-College Settings: Synthesizing Research, Policy, and Practices",,"",,143,162,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85010935309&partnerID=40&md5=4d94d54c1e2eba59bd2d7f6226724761",Book Chapter,Final,,Scopus,2-s2.0-85010935309
"Wainwright, M.J.","7102128519","Structured regularizers for high-dimensional problems: Statistical and computational issues",2014,"Annual Review of Statistics and Its Application",1,"",,233,253,,47,10.1146/annurev-statistics-022513-115643,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84906567304&partnerID=40&md5=937a38ee7eb2de4c8af8797f534df656",Article,Final,,Scopus,2-s2.0-84906567304
"Roederer, A., Holmes, J.H., Smith, M.J., Lee, I., Park, S.","36728172000; 7403240590; 8216398300; 36071144900; 57203275840","Prediction of Significant Vasospasm in Aneurysmal Subarachnoid Hemorrhage Using Automated Data",2014,"Neurocritical Care",21,"3",,444,450,,6,10.1007/s12028-014-9976-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84897363315&partnerID=40&md5=916fd6dfb8936a7d2732f3c6c4b89d55",Article,Final,,Scopus,2-s2.0-84897363315
"Nachimuthu, D.S., Baladhandapani, A.","9636847300; 56019802700","Multidimensional texture characterization: On analysis for brain tumor tissues using MRS and MRI",2014,"Journal of Digital Imaging",27,"4",,496,506,,18,10.1007/s10278-013-9669-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84904399848&partnerID=40&md5=b9c4945c38bfb6f6d26ca287dbb70f4c",Article,Final,,Scopus,2-s2.0-84904399848
"Takahashi, M., Azuma, H., Tsuda, K.","55767274000; 56288104500; 7202766371","A study on effect evaluation of payment method change in the mail-order industry",2014,"Procedia Computer Science",35,"C",,871,878,,3,10.1016/j.procs.2014.08.254,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84924153055&partnerID=40&md5=61205720c22cfd789c6006ec8bed2d4e",Conference Paper,Final,Open Access,Scopus,2-s2.0-84924153055
"Cho, S.W., Cha, M.S., Kim, S.Y., Song, J.C., Sohn, K.-A.","56278265400; 56278140600; 55718673000; 56278772000; 56043382200","Investigating temporal and spatial trends of brand images using twitter opinion mining",2014,"ICISA 2014 - 2014 5th International Conference on Information Science and Applications",,"", 6847417,,,,9,10.1109/ICISA.2014.6847417,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84904490821&partnerID=40&md5=31f3dc8e793b565795bcb8b3ec73e7b6",Conference Paper,Final,,Scopus,2-s2.0-84904490821
"Mrówczyńska, M.","12779571600","Application of support vector machine in geodesy for the classification of vertical displacements",2014,"Computer Assisted Methods in Engineering and Science",21,"1",,77,84,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064648202&partnerID=40&md5=c597c6cd8e60122f1090d2f874c5d781",Article,Final,,Scopus,2-s2.0-85064648202
"Chen, K.-H., Chen, L.-F., Su, C.-T.","55897620900; 35114573400; 55921378100","A new particle swarm feature selection method for classification",2014,"Journal of Intelligent Information Systems",42,"3",,507,530,,8,10.1007/s10844-013-0295-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84901622860&partnerID=40&md5=055d05ea39b84ed5544b8ad0648f0601",Article,Final,,Scopus,2-s2.0-84901622860
"Van Den Oord, A., Schrauwen, B.","55329476300; 22941905500","Factoring variations in natural images with deep Gaussian mixture models",2014,"Advances in Neural Information Processing Systems",4,"January",,3518,3526,,28,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84937926152&partnerID=40&md5=c522226df11415fb9c06445dc71da026",Conference Paper,Final,,Scopus,2-s2.0-84937926152
"Treister, E., Turek, J.","35753921400; 24833736900","A block-coordinate descent approach for large-scale sparse inverse covariance estimation",2014,"Advances in Neural Information Processing Systems",2,"January",,927,935,,16,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84936859294&partnerID=40&md5=621905c402830f2472d7c48c49ebfb1f",Conference Paper,Final,,Scopus,2-s2.0-84936859294
"Caragea, C., Wu, J., Ciobanu, A., Williams, K., Fernández-Ramírez, J., Chen, H.-H., Wu, Z., Giles, L.","10244291600; 56192916700; 55968186000; 36195103700; 56151499500; 35175675500; 57210784102; 55665046700","CiteSeer<sup>x</sup>: A scholarly big dataset",2014,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",8416 LNCS,"",,311,322,,22,10.1007/978-3-319-06028-6_26,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84899928992&partnerID=40&md5=f01106a5d3c6e8e1235c1d7a9426614d",Conference Paper,Final,,Scopus,2-s2.0-84899928992
"Yoo, J., Kim, J.","24330187200; 8419459200","Can online discussion participation predict group project performance? Investigating the roles of linguistic features and participation patterns",2014,"International Journal of Artificial Intelligence in Education",24,"1",,8,32,,25,10.1007/s40593-013-0010-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84906496187&partnerID=40&md5=e03c361f45ef86fbc1da05c548b6f816",Article,Final,Open Access,Scopus,2-s2.0-84906496187
"Kim, D.-H., Lee, W.D.","25653870100; 7407089758","The performance of a classifier by testing only the significant events",2014,"ICISA 2014 - 2014 5th International Conference on Information Science and Applications",,"", 6847472,,,,,10.1109/ICISA.2014.6847472,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84904480398&partnerID=40&md5=5ee15f7d7859b7076f7dc1b2bea02fd2",Conference Paper,Final,,Scopus,2-s2.0-84904480398
"Kjærgaard, M.B., Blunck, H.","15044658500; 14041275900","Tool support for detection and analysis of following and leadership behavior of pedestrians from mobile sensing data",2014,"Pervasive and Mobile Computing",10,"PART A",,104,117,,7,10.1016/j.pmcj.2013.10.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84893012463&partnerID=40&md5=26f1ce4bb7e42c7404645649394bdcce",Conference Paper,Final,,Scopus,2-s2.0-84893012463
"Brescia, M., Cavuoti, S., Longo, G., Nocella, A., Garofalo, M., Manna, F., Esposito, F., Albano, G., Guglielmo, M., D’Angelo, G., Di Guido, A., George Djorgovski, S., Donalek, C., Mahabal, A.A., Graham, M.J., Fiore, M., D’Abrusco, R.","7004168457; 54924573500; 25628098500; 6504506749; 55766977500; 36147995000; 57190244764; 57206213243; 56358250400; 56462899100; 56358183900; 7005199582; 6506021527; 6602169281; 24758177000; 56487075100; 12804265900","DAMEWARE: A web cyberinfrastructure for astrophysical data mining",2014,"Publications of the Astronomical Society of the Pacific",126,"942",,783,797,,28,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84907051803&partnerID=40&md5=61272406459cf5cecc1dbfe241adb004",Article,Final,,Scopus,2-s2.0-84907051803
"Hothorn, T.","6603182407","Boosting – An unusual yet attractive optimiser",2014,"Methods of Information in Medicine",53,"6",,417,418,,3,10.3414/ME13-10-0123,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84914167843&partnerID=40&md5=481dd531c8a780ce5fe5dc20f15a8ea3",Editorial,Final,,Scopus,2-s2.0-84914167843
"Caliskan-Islam, A., Walsh, J., Greenstadt, R.","56418469800; 56416948200; 6507890102","Privacy detective: Detecting private information and collective privacy behavior in a large social network",2014,"Proceedings of the ACM Conference on Computer and Communications Security",,"",,35,46,,13,10.1145/2665943.2665958,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84910639684&partnerID=40&md5=ed0ae6815880fb29ccde6e3430da4ca0",Conference Paper,Final,,Scopus,2-s2.0-84910639684
"Nagwanshi, P., Veni Madhavan, C.E.","56412010100; 6602796473","Sarcasm detection using sentiment and semantic features",2014,"KDIR 2014 - Proceedings of the International Conference on Knowledge Discovery and Information Retrieval",,"",,418,424,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84909969590&partnerID=40&md5=f365fc79557c74ddb419da1e5b464890",Conference Paper,Final,,Scopus,2-s2.0-84909969590
"Hardt, M., Price, E.","24512337400; 23397575000","The noisy power method: A meta algorithm with applications",2014,"Advances in Neural Information Processing Systems",4,"January",,2861,2869,,47,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84937872603&partnerID=40&md5=a03e59a793ac4ab63f2a94e7d7199338",Conference Paper,Final,,Scopus,2-s2.0-84937872603
"Isikli, B., Sevilgen, F.E., Kirac, M.","56237551000; 6506579530; 55382844800","Link and Annotation Prediction Using Topology and Feature Structure in Large Scale Social Networks",2014,"Communications in Computer and Information Science",424,"",,238,249,,,10.1007/978-3-319-06932-6_23,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84903465775&partnerID=40&md5=c5b605aebdf768adad038e3a5b8341e7",Conference Paper,Final,,Scopus,2-s2.0-84903465775
"Ben-David, S., Urner, R.","7004280914; 30067958100","Domain adaptation-can quantity compensate for quality?",2014,"Annals of Mathematics and Artificial Intelligence",70,"3",,185,202,,6,10.1007/s10472-013-9371-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84899445570&partnerID=40&md5=19ef1a903a0f7d17c6155096a6cf0d1b",Article,Final,,Scopus,2-s2.0-84899445570
"Benatti, S., Farella, E., Gruppioni, E., Benini, L.","6504156455; 8536461600; 34167885100; 35556997000","Analysis of robust implementation of an EMG pattern recognition based control",2014,"BIOSIGNALS 2014 - 7th Int. Conference on Bio-Inspired Systems and Signal Processing, Proceedings; Part of 7th Int. Joint Conference on Biomedical Engineering Systems and Technologies, BIOSTEC 2014",,"",,45,54,,17,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84902315411&partnerID=40&md5=f9dd6eb6a4013acd0d592a4b2b6fcad4",Conference Paper,Final,,Scopus,2-s2.0-84902315411
"Champendal, A., Kanevski, M., Huguenot, P.-E.","56294203200; 23397444600; 8235366200","Air pollution mapping using nonlinear land use regression models",2014,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",8581 LNCS,"PART 3",,682,690,,4,10.1007/978-3-319-09150-1_50,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84904908885&partnerID=40&md5=ccde54f3db2fa29dd83f1c41d39354cf",Conference Paper,Final,,Scopus,2-s2.0-84904908885
"Cao, J.-X., Wu, J.-L., Shi, W., Liu, B., Zheng, X., Luo, J.-Z.","14618987100; 55569811300; 57198923623; 55574235161; 24832536400; 7404182793","Sina microblog information diffusion analysis and prediction",2014,"Jisuanji Xuebao/Chinese Journal of Computers",37,"4",,779,790,,24,10.3724/SP.J.1016.2014.00779,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84899051183&partnerID=40&md5=ebc76126883bfc95838ad297fcb9f1e3",Article,Final,,Scopus,2-s2.0-84899051183
"Lourenço, A., Da Silva, H.P., Carreiras, C., Priscila Alves, A., Fred, A.L.N.","35774428000; 42761170100; 55516337900; 55623120500; 6602080284","A web-based platform for biosignal visualization and annotation",2014,"Multimedia Tools and Applications",70,"1",,433,460,,7,10.1007/s11042-013-1397-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84901913436&partnerID=40&md5=54869c25ef34415f4256b6f397603e3f",Article,Final,,Scopus,2-s2.0-84901913436
"Bydžovská, H., Brandejs, M.","56203696100; 25640531600","Towards student success prediction",2014,"KDIR 2014 - Proceedings of the International Conference on Knowledge Discovery and Information Retrieval",,"",,162,169,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84909983119&partnerID=40&md5=3e19d5ba816aa9ada26a55d3d6337f3c",Conference Paper,Final,,Scopus,2-s2.0-84909983119
"Danėnas, P., Garša, G.","35338941400; 56835721500","Intelligent techniques and systems in credit risk analysis and forecasting: A review of patents",2014,"Recent Patents on Computer Science",7,"1",,12,23,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84941358507&partnerID=40&md5=714d371f2e8d12c2183529687403109f",Article,Final,,Scopus,2-s2.0-84941358507
"Danenas, P., Garsva, G.","35338941400; 23392670300","Intelligent techniques and systems in credit risk analysis and forecasting: A review of patents",2014,"Journal of Food Science and Technology",7,"1", A003,12,23,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84941202104&partnerID=40&md5=a61d6550c35c6c5046e3e9d475835637",Article,Final,,Scopus,2-s2.0-84941202104
[No author name available],[No author name available],"Proceedings - 2014 IEEE International Conference on Software Science, Technology and Engineering, SWSTE 2014",2014,"Proceedings - 2014 IEEE International Conference on Software Science, Technology and Engineering, SWSTE 2014",,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84907046004&partnerID=40&md5=16ce273f591978be25395d5cfce6d286",Conference Review,Final,,Scopus,2-s2.0-84907046004
"Baskin, I.I., Zhokhova, N.I.","7005310411; 6603279989","Continuous molecular fields approach applied to structure-activity modeling",2014,"Application of Computational Techniques in Pharmacy and Medicine",17,"",,433,459,,,10.1007/978-94-017-9257-8_13,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025105803&partnerID=40&md5=f77fb391dee28d7dfdaacc142d896e89",Book Chapter,Final,,Scopus,2-s2.0-85025105803
"Ganapathy, S., Sethukkarasi, R., Yogesh, P., Vijayakumar, P., Kannan, A.","55675224090; 18438338400; 36643137400; 57189497709; 8273684400","An intelligent temporal pattern classification system using fuzzy temporal rules and particle swarm optimization",2014,"Sadhana - Academy Proceedings in Engineering Sciences",39,"2",,283,302,,25,10.1007/s12046-014-0236-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84899989207&partnerID=40&md5=fba6b6d582bd1506e036a84e95f2f7e5",Article,Final,,Scopus,2-s2.0-84899989207
"Costa, M.R.","37023096400","The dynamics of social capital in scientific collaboration networks",2014,"Proceedings of the ASIST Annual Meeting",51,"1",,,,,,10.1002/meet.2014.14505101137,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84961967557&partnerID=40&md5=5dcb960df7462b8bca2d0012b9dee57e",Conference Paper,Final,,Scopus,2-s2.0-84961967557
"PadmaPriya, G., Duraiswamy, K.","56578438800; 8582203700","An approach for text summarization using deep learning algorithm",2014,"Journal of Computer Science",10,"1",,1,9,,11,10.3844/jcssp.2014.1.9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926006003&partnerID=40&md5=c654a7611d5d9ac88ad973ea4926fe13",Article,Final,Open Access,Scopus,2-s2.0-84926006003
"Sarigöl, E., Pfitzner, R., Scholtes, I., Garas, A., Schweitzer, F.","36083259500; 35100808700; 19639626000; 15020637600; 7005771861","Predicting scientific success based on coauthorship networks",2014,"EPJ Data Science",3,"1",,1,16,,57,10.1140/epjds/s13688-014-0009-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84933519374&partnerID=40&md5=025a2e5074ee76107478c693ffd53a1b",Article,Final,Open Access,Scopus,2-s2.0-84933519374
"Tomar, N., De, R.K.","37032108900; 7005870555","Immunoinformatics: A brief review",2014,"Methods in Molecular Biology",1184,"",,23,55,,17,10.1007/978-1-4939-1115-8_3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84925884891&partnerID=40&md5=b3c58868c68ba3afe6e78a78d8afdbbd",Article,Final,,Scopus,2-s2.0-84925884891
"Dorri, F., Ghodsi, A.","16177063500; 55522191698","Minimizing the discrepancy between source and target domains by learning adapting components",2014,"Journal of Computer Science and Technology",29,"1",,105,115,,,10.1007/s11390-014-1415-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84893336162&partnerID=40&md5=ec934decce40403c90385c033436b0b4",Article,Final,,Scopus,2-s2.0-84893336162
"Huang, Z., Yuan, H.","55385604700; 7402446552","Research on regional ionospheric TEC modeling using RBF neural network",2014,"Science China Technological Sciences",57,"6",,1198,1205,,4,10.1007/s11431-014-5550-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84903592005&partnerID=40&md5=d97c08fe0e457efea3ea69751baed43a",Article,Final,,Scopus,2-s2.0-84903592005
"Ionescu, R.T., Popescu, A.-L., Popescu, D., Popescu, M.","55201293400; 55560822700; 12792410200; 56499954800","Local texton dissimilarity with applications on biomass classification",2014,"VISAPP 2014 - Proceedings of the 9th International Conference on Computer Vision Theory and Applications",1,"",,593,600,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84906903099&partnerID=40&md5=8b0d88bfdbfec8df05f4195d8cab0876",Conference Paper,Final,,Scopus,2-s2.0-84906903099
"Newman, A.M., Cooper, J.B.","23985967100; 7406079294","Identifying stem cell gene expression patterns and phenotypic networks with AutoSOME",2014,"Methods in Molecular Biology",1150,"",,115,130,,1,10.1007/978-1-4939-0512-6_6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84921424920&partnerID=40&md5=34bad68c0aec7089c56bac883cd85611",Article,Final,,Scopus,2-s2.0-84921424920
"Mirmohammadi, S.N., Shishehgar, M., Ghapanchi, F.","56088729700; 56088598000; 56088649900","Applications of ANNs, SVM, MDR and FR methods in bioinformatics",2014,"World Applied Sciences Journal",31,"6",,1109,1117,,1,10.5829/idosi.wasj.2014.31.06.455,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84897096886&partnerID=40&md5=378830faa49064edee4479d124f54487",Article,Final,,Scopus,2-s2.0-84897096886
"Verma, S.K., Chun, S., Liu, B.J.","55751921000; 55752778900; 26643288800","A web-based neurological pain classifier tool utilizing Bayesian decision theory for pain classification in spinal cord injury patients",2014,"Progress in Biomedical Optics and Imaging - Proceedings of SPIE",9039,"", 90390E,,,,1,10.1117/12.2044434,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84901755850&partnerID=40&md5=c4e066f0db929c97e539081b1fbf92d5",Conference Paper,Final,,Scopus,2-s2.0-84901755850
"Costa, F.F.","57210776091","Big data in biomedicine",2014,"Drug Discovery Today",19,"4",,433,440,,116,10.1016/j.drudis.2013.10.012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84899541625&partnerID=40&md5=4e94dd466b10e2fa5fc17a8737f6bf69",Review,Final,,Scopus,2-s2.0-84899541625
"Wang, W., Wang, S., Li, H.","56479496700; 56275564300; 56479883400","Microblogging sentiment analysis method based on text semantics and expression tendentiousness",2014,"Nanjing Li Gong Daxue Xuebao/Journal of Nanjing University of Science and Technology",38,"6",,733,738 and 749,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84920883872&partnerID=40&md5=0bf228bd5ef8d837be4bccc1868560e8",Article,Final,,Scopus,2-s2.0-84920883872
"Takahashi, K., Taki, H., Tanabe, S., Li, W.","55500731700; 56411723600; 8290000800; 56411310600","An automatic coding system with a three-grade confidence level corresponding to the national/international occupation and industry standard: Open to the public on the web",2014,"KEOD 2014 - Proceedings of the International Conference on Knowledge Engineering and Ontology Development",,"",,369,375,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84909979953&partnerID=40&md5=0f4e855eee6fcf45392a72056daeda5d",Conference Paper,Final,,Scopus,2-s2.0-84909979953
"Yoo, H., Shon, T.","55676163600; 13408680500","Novel Approach for Detecting Network Anomalies for Substation Automation based on IEC 61850",2014,"Multimedia Tools and Applications",74,"1",,303,318,,18,10.1007/s11042-014-1870-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84921700342&partnerID=40&md5=cc630a3c07d020cadd7408549c89b272",Article,Final,,Scopus,2-s2.0-84921700342
"Choi, S.-P., Lee, S., Jung, H., Song, S.-K.","24478410400; 55716357600; 10739443400; 49862431200","An intensive case study on kernel-based relation extraction",2014,"Multimedia Tools and Applications",71,"2",,741,767,,10,10.1007/s11042-013-1380-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84903818596&partnerID=40&md5=0f370059313ed8916bd193bdc69bbf40",Article,Final,,Scopus,2-s2.0-84903818596
"Karthikeyan, T., Balakrishnan, R.","8656071600; 57197064957","Swarm intelligence approach based on adaptive ELM classifier with ICGA selection for microarray gene expression and cancer classification",2014,"Research Journal of Applied Sciences, Engineering and Technology",7,"21",,4445,4454,,,10.19026/rjaset.7.821,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84904430882&partnerID=40&md5=014f975d6aaa1b134e01a6d46546e60c",Article,Final,Open Access,Scopus,2-s2.0-84904430882
